vol,low,high,open,close,move,lbl
1.59E-05,0.004195885,0.003481574,0.003950862,0.003887134,3.00E-05,0
1.19E-05,0.004205508,0.003478191,0.003901807,0.003947528,0.000235,0
1.70E-05,0.004280893,0.003494068,0.003969295,0.003965883,4.50E-05,0
1.36E-05,0.004295329,0.003506562,0.003984754,0.003967363,-0.000133,0
2.26E-05,0.004252664,0.003491465,0.003985349,0.003937166,3.00E-05,0
2.46E-05,0.004262288,0.003526083,0.003952348,0.003955225,-0.000292,0
1.41E-05,0.004168618,0.003479492,0.003971078,0.003848055,-0.000853,0
4.05E-05,0.003894987,0.003381625,0.003862563,0.003623354,-0.000211,0
3.48E-05,0.003827301,0.003184589,0.00363691,0.003609439,-0.001338,0
8.25E-05,0.003398089,0.003173657,0.003624423,0.003136056,-0.000833,0
7.72E-05,0.003130874,0.002660635,0.003039033,0.002969972,0.000296,0
8.36E-05,0.003225827,0.003022692,0.002989681,0.003417599,0.0008,0
2.65E-05,0.003482456,0.003035966,0.003434446,0.003213917,-0.000334,0
3.33E-05,0.003375313,0.002826176,0.003228118,0.003118885,-0.000583,0
1.99E-05,0.003188295,0.002740282,0.003130008,0.002948952,2.40E-05,0
6.39E-05,0.003195994,0.002813162,0.002962031,0.003150858,0.000114,0
4.44E-05,0.003232564,0.002786353,0.003163306,0.002985958,-3.40E-05,0
2.05E-05,0.003221657,0.002665841,0.002998897,0.003028293,0.000111,0
1.86E-05,0.003257264,0.002698376,0.003040519,0.00306678,0.000179,0
1.90E-05,0.003314685,0.002755639,0.003077682,0.00311178,0.000103,0
2.16E-05,0.003347726,0.002888645,0.003117818,0.0032826,0.000381,0
1.10E-05,0.003469945,0.002922742,0.003298579,0.003202371,-2.10E-05,0
2.33E-05,0.003463209,0.00287537,0.003218307,0.003247074,0.000105,0
2.18E-05,0.003496891,0.002871726,0.003260227,0.003235528,-0.000385,0
4.42E-05,0.003373389,0.002853246,0.003249226,0.003130727,-0.00022,0
7.50E-05,0.003302816,0.002768393,0.003149332,0.003102602,4.30E-05,0
1.21E-05,0.00331661,0.002753557,0.003115737,0.003092536,-0.000177,0
1.07E-05,0.00325983,0.002720761,0.003105332,0.003014379,-4.00E-05,0
8.28E-06,0.003246999,0.002666882,0.003026844,0.003018524,-2.40E-05,0
1.81E-05,0.0032393,0.00270202,0.003031898,0.003051977,-0.000341,0
1.65E-05,0.003129912,0.00269239,0.003066088,0.002888558,-0.000642,0
3.14E-05,0.002923967,0.002557822,0.002902868,0.002698494,-0.000379,0
1.65E-05,0.002802389,0.002372499,0.002709918,0.002594581,-8.00E-06,0
1.19E-05,0.002799823,0.002332155,0.002605565,0.002633363,2.30E-05,0
5.04E-06,0.002807201,0.00231862,0.002642431,0.002620337,-0.000287,0
1.13E-05,0.002715135,0.002305866,0.00263143,0.002515831,-1.60E-05,0
2.65E-05,0.002710003,0.002248343,0.00252678,0.002502509,-0.000676,0
3.68E-05,0.002493151,0.002200711,0.002512806,0.002300899,-0.000208,0
1.92E-05,0.002426428,0.002022936,0.00231064,0.00227011,0.000101,0
1.01E-05,0.002458827,0.0020625,0.002279126,0.00234057,0.000239,0
2.73E-05,0.002535495,0.002270207,0.002350182,0.002581554,0.00081,0
8.19E-06,0.002795332,0.002333977,0.002591592,0.002618264,2.00E-06,0
6.09E-06,0.002795973,0.002304044,0.002630241,0.002587179,2.00E-05,0
1.46E-05,0.002802389,0.002300661,0.002601105,0.002601094,3.80E-05,0
3.10E-05,0.002814579,0.002363389,0.002608835,0.002685468,0.000288,0
2.55E-05,0.002906965,0.002412583,0.002695648,0.002723066,-0.000282,0
1.90E-05,0.002816504,0.002395665,0.002732811,0.002599317,-0.000277,0
1.34E-05,0.002727646,0.002284263,0.002609133,0.002519976,-0.000239,0
6.93E-06,0.002650978,0.002216849,0.002531536,0.002457213,7.00E-06,0
5.40E-06,0.002653224,0.002264741,0.002467319,0.002548989,-0.000109,0
1.01E-05,0.002618258,0.002244439,0.002560375,0.002425832,-2.30E-05,0
1.72E-05,0.00261088,0.002160107,0.002435805,0.00241547,-0.000258,0
1.11E-05,0.002528117,0.002124708,0.002425994,0.0023533,6.20E-05,0
6.67E-06,0.002548006,0.002085925,0.002365047,0.002371359,6.50E-05,0
8.44E-06,0.002568857,0.00209894,0.002382588,0.0023758,-0.00011,0
5.00E-06,0.00253357,0.002093734,0.002390912,0.002338793,-5.70E-05,0
5.33E-06,0.002515285,0.002060417,0.002348398,0.002322807,-6.00E-06,0
1.92E-05,0.002513361,0.002070308,0.002331154,0.002348267,-1.80E-05,0
1.84E-05,0.002507587,0.002075774,0.002358506,0.002358925,0.000137,0
1.91E-05,0.002551534,0.002098679,0.002370993,0.0023758,5.00E-05,0
1.07E-05,0.002567574,0.002094255,0.002386453,0.002374023,-6.90E-05,0
1.21E-05,0.002545439,0.00210857,0.002383777,0.002391194,0.000104,0
5.73E-06,0.002578801,0.002158285,0.00240221,0.002454549,-0.000355,0
1.34E-05,0.002464922,0.002159586,0.002464643,0.002291426,-9.00E-06,0
2.11E-05,0.002462035,0.002042197,0.002301721,0.002298827,-6.80E-05,0
1.54E-05,0.002440221,0.002020854,0.002308262,0.00225886,2.30E-05,0
1.49E-05,0.002447599,0.002046622,0.002269315,0.00232784,0.000223,0
1.61E-05,0.002519135,0.002101282,0.002335911,0.002376984,0.000165,0
1.80E-05,0.002572065,0.002103104,0.002388831,0.002373727,-4.00E-05,0
2.91E-06,0.002559233,0.002102323,0.002384371,0.002379352,3.50E-05,0
1.19E-05,0.002570461,0.002112214,0.002389128,0.002384681,-1.60E-05,0
7.09E-06,0.002565328,0.002100501,0.002395372,0.002373431,-8.70E-05,0
1.50E-05,0.00253742,0.002087487,0.002383479,0.002341754,-0.00014,0
1.29E-05,0.00249251,0.002061459,0.002354641,0.00230386,-0.000244,0
6.04E-05,0.002414238,0.002027882,0.0023151,0.002228959,-0.000136,0
1.00E-05,0.002370611,0.001960208,0.00223899,0.002217709,8.70E-05,0
4.87E-06,0.002398519,0.00199014,0.002227395,0.002242281,-0.000103,0
1.56E-05,0.002365478,0.001970879,0.00225118,0.00218544,-1.40E-05,0
1.24E-05,0.002360987,0.001929494,0.0021938,0.002178927,-0.000147,0
2.63E-05,0.002313832,0.001918562,0.002189638,0.002135407,-0.000356,0
2.43E-05,0.002199632,0.001880821,0.002143259,0.002030014,-0.000259,0
1.68E-05,0.002116548,0.001783734,0.002037419,0.001954521,-3.50E-05,0
6.58E-06,0.002105321,0.001740006,0.001963093,0.001970211,-4.00E-06,0
1.72E-06,0.002104037,0.001735321,0.001978553,0.001950376,-0.00023,0
9.49E-06,0.002030257,0.001714238,0.001958039,0.001873699,-0.000584,0
3.21E-05,0.001842917,0.001647345,0.001881037,0.001701694,-4.80E-05,0
2.58E-05,0.00182752,0.001702005,0.001708304,0.00193587,0.00084,0
1.26E-05,0.00209698,0.00177072,0.001943471,0.001964587,1.20E-05,0
4.93E-06,0.002100829,0.001732979,0.001972904,0.001945935,3.00E-06,0
8.51E-06,0.002101792,0.001731677,0.001954174,0.001968435,8.60E-05,0
8.07E-06,0.002129379,0.001775926,0.001973796,0.002013139,0.000124,0
4.03E-06,0.002169157,0.001784775,0.002021067,0.002015803,3.60E-05,0
8.55E-06,0.002180705,0.001809242,0.002034446,0.002050145,-3.40E-05,0
1.36E-05,0.002169799,0.001815229,0.002059716,0.002011362,1.00E-05,0
1.45E-05,0.002173006,0.001826942,0.002019283,0.002053698,0.000147,0
3.36E-05,0.002220162,0.002045061,0.002063581,0.002326063,0.000892,0
5.28E-05,0.002506303,0.002389158,0.002329965,0.002681027,0.000522,0
1.32E-05,0.002673754,0.002367033,0.002693567,0.002489483,-0.00016,0
6.72E-06,0.002622428,0.002200711,0.002498238,0.002454253,-0.000612,0
2.10E-05,0.002426107,0.002159066,0.002460481,0.002243761,-0.000134,0
1.37E-05,0.002383121,0.002078377,0.002254153,0.002362774,0.000523,0
1.05E-05,0.002550893,0.002120283,0.002380506,0.002371951,-7.30E-05,0
6.54E-06,0.002527475,0.002084884,0.002381398,0.002332576,-8.00E-06,0
5.38E-06,0.002524909,0.002074993,0.002343938,0.002355372,2.40E-05,0
2.94E-06,0.002532608,0.00207213,0.002365344,0.002340274,-4.40E-05,0
2.73E-06,0.002518493,0.002070308,0.002350479,0.002331096,1.50E-05,0
6.14E-06,0.002523305,0.002083583,0.002338884,0.002368398,9.70E-05,0
5.73E-06,0.002554421,0.002087227,0.002381101,0.002366918,1.90E-05,0
7.05E-06,0.002560516,0.002091652,0.002373668,0.002368102,1.40E-05,0
5.31E-06,0.002565007,0.002093213,0.002378128,0.002380833,-4.00E-06,0
3.75E-06,0.002563724,0.002104145,0.002390615,0.002385273,2.00E-06,0
2.18E-06,0.002564366,0.00211768,0.002376642,0.002395931,8.50E-05,0
8.55E-06,0.002591633,0.00214449,0.002406075,0.002411918,6.50E-05,0
1.78E-05,0.002612484,0.002233507,0.002421832,0.002539811,0.000436,0
4.12E-05,0.002752346,0.002461517,0.002550861,0.002789973,0.000829,0
2.84E-05,0.003018278,0.002544027,0.002802677,0.00286517,0.000233,0
3.02E-05,0.003093022,0.002671567,0.00288057,0.003035103,0.000636,0
4.47E-05,0.003297042,0.002946428,0.003055979,0.00331783,0.000576,0
1.79E-05,0.003481815,0.002938099,0.003355958,0.003268094,-0.000639,0
1.53E-05,0.003276832,0.002880836,0.003279254,0.003053458,3.70E-05,0
1.69E-05,0.003288701,0.002750433,0.003060736,0.003128358,0.000233,0
1.32E-05,0.003363444,0.002788435,0.0031419,0.003157963,0.000154,0
1.79E-05,0.003412845,0.002886302,0.003171333,0.003231088,0.000257,0
8.90E-06,0.003495288,0.002877713,0.003243578,0.003270758,0.000133,0
9.32E-06,0.003537952,0.002939661,0.003284605,0.00334181,0.000258,0
9.40E-06,0.003620715,0.003014623,0.003356553,0.00338829,-1.90E-05,0
6.92E-06,0.00361462,0.002987293,0.003402337,0.003394803,0.000217,0
2.27E-05,0.003684231,0.003126285,0.003415121,0.003545789,-0.000165,0
2.78E-05,0.003631301,0.003127847,0.003558719,0.003351284,-0.000293,0
1.51E-05,0.003537311,0.002968552,0.00336458,0.003315166,-5.80E-05,0
1.09E-05,0.003518705,0.002926386,0.003328309,0.003267502,3.50E-05,0
6.80E-06,0.003529932,0.002890467,0.003281632,0.003285857,-0.00023,0
3.74E-06,0.003456152,0.002890727,0.003299768,0.003192009,-0.000788,0
2.17E-05,0.003203372,0.002807176,0.003201955,0.002967011,-0.000113,0
2.51E-05,0.003167123,0.002653868,0.002979275,0.0029229,-0.000386,0
1.66E-05,0.0030433,0.002590879,0.00293795,0.002836157,-0.000101,0
2.17E-05,0.0030109,0.002507327,0.002845786,0.002797375,-0.000425,0
2.53E-05,0.002874566,0.002469065,0.002814569,0.0026606,-0.000155,0
3.64E-05,0.002824844,0.002434187,0.002662647,0.002619153,-0.000202,0
1.10E-05,0.002760045,0.002318881,0.002630538,0.002550469,-1.90E-05,0
1.15E-05,0.00275395,0.002285044,0.002560078,0.002550173,-0.000372,0
2.77E-05,0.002634618,0.002241836,0.00255978,0.002536851,0.000333,0
2.14E-05,0.00274144,0.002271769,0.002546402,0.002555206,-4.20E-05,0
1.55E-05,0.002727967,0.002267084,0.002568105,0.00252116,-0.000445,0
2.12E-05,0.002585217,0.002232726,0.002530942,0.002386754,-0.000107,0
8.11E-06,0.002550893,0.00209972,0.002396561,0.002376096,4.50E-05,0
1.85E-06,0.002565328,0.002103104,0.002385263,0.002386161,1.00E-05,0
2.32E-06,0.002568536,0.002106748,0.002396561,0.002395339,-6.40E-05,0
7.72E-06,0.002548006,0.002124448,0.002406075,0.002353004,-0.000244,0
1.42E-05,0.002469734,0.002069527,0.002363857,0.00228284,-0.000128,0
9.95E-06,0.002428673,0.00200784,0.002291613,0.002243761,-0.000124,0
4.95E-06,0.002388896,0.001973482,0.002253261,0.002216525,2.60E-05,0
7.51E-06,0.002397236,0.002003415,0.002225611,0.002266557,0.000159,0
6.41E-06,0.002448241,0.002054171,0.002275856,0.002335241,0.000174,0
6.31E-06,0.002504058,0.002114817,0.002345127,0.002402444,0.000309,0
1.80E-05,0.002603181,0.002232987,0.002412912,0.002534778,0.000331,0
3.87E-06,0.002709361,0.002238973,0.002546402,0.002501325,-0.000174,0
4.72E-06,0.002653544,0.002225178,0.002512509,0.002522048,0.000199,0
8.77E-06,0.002717381,0.002233767,0.002532131,0.002513759,-5.10E-05,0
1.15E-05,0.002701021,0.002210862,0.002525293,0.002497772,-0.0002,0
5.32E-06,0.002636863,0.002197067,0.002508644,0.002434122,-5.00E-05,0
5.57E-06,0.002620824,0.002142668,0.002445319,0.00243649,5.30E-05,0
6.26E-06,0.002637826,0.002165833,0.002446805,0.002451588,4.00E-05,0
4.84E-06,0.002650657,0.002165573,0.002460778,0.002448628,-4.20E-05,0
5.93E-06,0.002637184,0.002156723,0.002456913,0.002434714,-0.000197,0
1.02E-05,0.002573989,0.002140846,0.002445319,0.002375504,-3.50E-05,0
9.84E-06,0.002562762,0.002122105,0.002384371,0.002413398,0.000175,0
1.84E-05,0.002618899,0.002266563,0.002427183,0.002509318,0.000308,0
1.44E-05,0.002717702,0.002296496,0.00252232,0.002607607,0.000274,0
1.28E-05,0.002805597,0.002317839,0.002619835,0.002590436,-0.000155,0
7.64E-06,0.002755875,0.00228166,0.0026017,0.002543364,-0.00032,0
7.78E-06,0.002653224,0.00223663,0.002554131,0.002448628,-0.000125,0
5.49E-06,0.002613125,0.002151778,0.002457805,0.002411918,-7.10E-05,0
1.15E-05,0.002590349,0.002170518,0.002422426,0.002468167,0.00025,0
4.77E-06,0.002670546,0.002203314,0.002476535,0.002492739,-1.50E-05,0
8.16E-06,0.002665734,0.002191341,0.002502995,0.002461654,-4.40E-05,0
9.12E-06,0.00265162,0.002176244,0.002471779,0.002457509,-0.000714,0
7.89E-06,0.002422578,0.002169217,0.002467914,0.002235768,-2.60E-05,0
1.28E-05,0.002414238,0.002068486,0.002237504,0.002296754,0.000193,0
5.83E-06,0.002476149,0.002048965,0.002307073,0.002330504,0.000128,0
7.19E-06,0.00251721,0.002059637,0.002340073,0.002333169,-0.000135,0
4.93E-06,0.002473904,0.002053129,0.002342154,0.002286097,-0.000169,0
4.26E-06,0.002419691,0.002010182,0.002295775,0.002235768,-0.000152,0
1.48E-05,0.002370932,0.001990921,0.002245531,0.00218988,-0.000298,0
1.61E-05,0.002275337,0.00192585,0.002199746,0.002109651,-5.20E-05,0
5.31E-06,0.002258656,0.001953961,0.002120663,0.002218005,0.000433,0
5.48E-06,0.002397557,0.001983373,0.002222044,0.002235472,-5.50E-05,0
1.12E-05,0.002379914,0.001966454,0.002246125,0.002200538,-5.80E-05,0
9.88E-06,0.002361308,0.00201747,0.002208071,0.002294682,0.00039,0
1.11E-05,0.002486415,0.002095816,0.002304397,0.002383201,0.000127,0
1.72E-05,0.002527154,0.002106228,0.002396561,0.002334057,-0.000107,0
1.09E-05,0.00249283,0.002053129,0.002343938,0.002313629,-7.70E-05,0
1.08E-05,0.00246813,0.002038814,0.002325208,0.002279584,-0.000263,0
8.71E-06,0.002383763,0.002003936,0.002286856,0.002199946,-0.000144,0
1.28E-05,0.00233757,0.0019347,0.002208963,0.002177446,6.40E-05,0
2.32E-05,0.0023581,0.002061719,0.002185773,0.002326951,0.000428,0
