,open,close,high,low,volume,time,seq
0,0.004561000037938356,0.004656999837607145,0.004670000169426203,0.004532000049948692,267342.0,2014-09-22 00:00:00+00:00,0
1,0.004654999822378159,0.004612999968230724,0.004656000062823296,0.004546999931335449,323106.0,2014-09-23 00:00:00+00:00,1
2,0.004610000178217888,0.004668000154197216,0.004668000154197216,0.004511000122874975,349329.0,2014-09-24 00:00:00+00:00,2
3,0.004670000169426203,0.004722000099718571,0.0048500001430511475,0.004641999956220388,745348.0,2014-09-25 00:00:00+00:00,3
4,0.004722000099718571,0.004616000223904848,0.004734000191092491,0.004557999782264233,497323.0,2014-09-26 00:00:00+00:00,4
5,0.004606999922543764,0.004705000203102827,0.00471699982881546,0.004575000144541264,221573.0,2014-09-27 00:00:00+00:00,5
6,0.004705999977886677,0.005282000172883272,0.0053449999541044235,0.004650000017136335,464102.0,2014-09-28 00:00:00+00:00,6
7,0.005278999917209148,0.004705000203102827,0.0054419999942183495,0.004658000078052282,122073.0,2014-09-29 00:00:00+00:00,7
8,0.004705000203102827,0.004643999971449375,0.004707000218331814,0.0046350001357495785,109352.0,2014-09-30 00:00:00+00:00,8
9,0.004645000211894512,0.0047519998624920845,0.004772000014781952,0.004643999971449375,64998.0,2014-10-01 00:00:00+00:00,9
10,0.004755000118166208,0.004873999860137701,0.004875999875366688,0.0047530001029372215,209158.0,2014-10-02 00:00:00+00:00,10
11,0.004875999875366688,0.005022999830543995,0.005049999803304672,0.004875000100582838,264083.0,2014-10-03 00:00:00+00:00,11
12,0.005024000070989132,0.004941000137478113,0.005204000044614077,0.0049310000613331795,168516.0,2014-10-04 00:00:00+00:00,12
13,0.004935000091791153,0.0047889999113976955,0.0050119999796152115,0.004745999816805124,181316.0,2014-10-05 00:00:00+00:00,13
14,0.004776999820023775,0.004730000160634518,0.004786999896168709,0.004707000218331814,218684.0,2014-10-06 00:00:00+00:00,14
15,0.004730999935418367,0.004765000194311142,0.004805999808013439,0.004726999904960394,136439.0,2014-10-07 00:00:00+00:00,15
16,0.0047690002247691154,0.004786999896168709,0.004805999808013439,0.004699000157415867,398026.0,2014-10-08 00:00:00+00:00,16
