,0,1,2,3,4,5,6
0,3.468959344280179e-05,0.0016433882269440727,0.0015104348614950207,0.0015230841154122265,0.001598372909785224,-3.199999999999991e-05,0.0
1,1.3290344278020976e-05,0.0016331230652688413,0.0014370344425838376,0.0016048424858471988,0.001520215760649588,-0.0002180000000000003,0.0
2,1.1016292003577018e-05,0.0015631916513563276,0.0013448934911846927,0.0015263544502296254,0.0014630781478345207,-0.00013699999999999997,0.0
3,8.730062814838339e-06,0.0015192439279342433,0.0012894527492411396,0.001469272242507754,0.0014127496805880883,-0.000196,0.0
4,8.376932300291423e-06,0.001456369812673451,0.001247026265969782,0.0014175414917598078,0.0013529476195070335,-8.000000000000194e-06,0.0
5,7.234223603065241e-06,0.0014538035222546432,0.0012155317599830684,0.0013559997365596653,0.0013787039527449133,1.5000000000000256e-05,0.0
6,8.743186822467094e-06,0.001458615316789908,0.001211887767554854,0.001383946234090165,0.0013656777612223074,-3.5999999999999574e-05,0.0
7,9.452776208134814e-06,0.0014470670099052728,0.0012150111896361809,0.0013705675916553515,0.001381960500625565,0.00013100000000000004,0.0
8,2.0168974923870814e-05,0.0014890900155132513,0.0012623830912029729,0.001388405781568436,0.0013979471902214905,-8.399999999999987e-05,0.0
9,1.345746566176364e-05,0.001462143966115769,0.001232190011083479,0.0014038655461597763,0.0013665659106443034,1.6999999999999654e-05,0.0
10,5.9957231800539186e-06,0.0014675973332557355,0.0012277651631349324,0.001369675682159697,0.0013929143434968474,7.499999999999955e-05,0.0
11,1.2558511728908231e-05,0.0014916563059320588,0.001391224252057709,0.001399108695516287,0.0015637350823273853,8.000000000000194e-06,0.0
12,3.3032721304433393e-06,0.0014942225963508668,0.0014164719138817685,0.001569463409186247,0.0013929143434968474,-2.2999999999999583e-05,0.0
13,2.9590442932363425e-06,0.0014868445113967945,0.0012251623114004934,0.001398811392351069,0.001374855305249598,8.99999999999946e-06,0.0
14,1.758833500729532e-06,0.001489731588117953,0.0012420808476743476,0.001380973202437984,0.0014068286844414492,0.00010900000000000059,0.0
15,5.659775644567332e-06,0.00152469729507421,0.0012691505057125145,0.001413676550611973,0.0014429467609359476,0.00012199999999999971,0.0
16,7.146035683761916e-06,0.0015638332239610296,0.001314440125891755,0.0014496502336033609,0.0014870581822284089,5.5999999999999626e-05,0.0
17,4.5600108650872e-06,0.0015817972568926844,0.0013545240426021175,0.0014936511020556366,0.0014627820980271887,-0.0001849999999999994,0.0
18,4.906376427248159e-06,0.0015224517909577533,0.0013045492893008865,0.0014671911203512275,0.0014177825273127315,-3.899999999999997e-05,0.0
19,5.9175473902818086e-06,0.001509941125166065,0.0012459851252760062,0.0014202172202467708,0.0014003155886801461,2.0000000000000052e-05,0.0
20,3.692013354349928e-06,0.0015163568512130846,0.0012509305435714406,0.001406541274646739,0.0014106773319367647,-2.8000000000000247e-05,0.0
21,1.0770507753490456e-05,0.0015073748347472571,0.0012509305435714406,0.001417838794925026,0.0014171904276980675,7.099999999999988e-05,0.0
22,5.8067915898189325e-06,0.0015301506622141766,0.0012699313612328461,0.0014231902518989515,0.00142814427056935,4.399999999999977e-05,0.0
23,3.800171413096596e-06,0.0015442652595176196,0.0012691505057125145,0.0014341904690120205,0.0014420586115139519,-6.600000000000009e-05,0.0
24,7.121465376696122e-06,0.001523093363562455,0.001270451931579734,0.0014487583241077065,0.0014071247342487812,-3.9999999999996635e-06,0.0
25,7.378317088886109e-06,0.001521810218353051,0.0012668079391515191,0.0014133792474467551,0.0014382099640186366,-2.3999999999999716e-05,0.0
