series,open,close,high,low,volume,time,seq
1,0.314296007,0.311659008,0.317600995,0.309083998,968873598,2022-07-12 00:00:00+00:00,2855
1,0.311659008,0.323729992,0.325076014,0.304329991,1295979555,2022-07-13 00:00:00+00:00,2856
1,0.323749989,0.333220989,0.333220989,0.313360989,3386821229,2022-07-14 00:00:00+00:00,2857
1,0.333214015,0.334535003,0.346210003,0.32823199,1512184333,2022-07-15 00:00:00+00:00,2858
1,0.333975166,0.351272762,0.355215341,0.332463592,1318436224,2022-07-16 00:00:00+00:00,2859
